id,title,score_badge,score_text,score_subtext,thumbnail,site,full_address,full_description,room
30,有人旅宿-東大門夜市湘品館-無電梯電視,8.2,非常好,"2,582 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/167366729.jpg?k=07c58a2f5cd7ff3ab1a5a3ee0fdf5d6d5614562276c73bf05d3a1dd3d2a9de36,https://www.booking.com/hotel/tw/xiang-pin-lu-guan-hualien-county.zh-tw.html,"花蓮縣花蓮市Hualien CityNo. 13-3, Guangfu Street","有人旅宿-東大門夜市湘品館-無電梯電視位在花蓮市，有共用休息室以及全館 WiFi（免費），距離 Beibin Park Beach 不到 700 公尺，距離松園別館不到 1.9 公里，開車前來的住客可使用免費私人停車位。這間住宿距離花蓮文化創意產業園區 500 公尺，距離美崙山生態公園 1.5 公里，距離南濱公園（Nanbin Park） 1.5 公里。旅遊諮詢服務台可以協助住客規劃行程。
私人衛浴備有淋浴設施、拖鞋和吹風機。
有人旅宿-東大門夜市湘品館-無電梯電視附近的人氣景點包括東線鐵道遺址、花蓮鐵道文化園區和花蓮城隍廟。最近的機場是花蓮機場，距離這間住宿 5 公里。",小型雙人房、小型雙人房、小型雙人房
31,非凡假期大飯店,7.8,好,"1,445 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/121963276.jpg?k=1ddd85417f3d90c1be9fa0a6811d6cf8f7ca441e4d9bec174be1b23180ef248e,https://www.booking.com/hotel/tw/unique-holiday.zh-tw.html,花蓮縣花蓮市Hualien City民國路153號,"預訂非凡假期大飯店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
非凡假期大飯店距離花蓮火車站僅有 8 分鐘車程，客房提供免費WiFi。另提供免費接駁服務，並可應要求提供免費自行車。免費咖啡位於 1 樓。
飯店距離東大門夜市有 15 分鐘的步行路程，距離遠雄海洋公園有 20 分鐘的車程，太魯閣國家公園約有 50 分鐘車程。
所有客房均配有空調、冰箱、電熱水壺、有線電視、辦公桌、衣櫃以及私人衛浴，衛浴配有吹風機、免費盥洗用品和淋浴設施。
館內提供行李寄存處。觀光旅遊櫃檯工作人員很樂意協助安排一日遊。
當地的中國餐館、日本餐館和夜市均位於飯店步行範圍內。",雙人房、四人房、雙床房
32,雙鳳大旅社,8.3,非常好,"2,169 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/132615564.jpg?k=ffed5fcc09c2b57de618d56c2e71207cab611c42f0e6aaccf5276b2ce6f5ddb4,https://www.booking.com/hotel/tw/shuang-feng-da-lu-she-phoenix-hostel.zh-tw.html,花蓮縣花蓮市Hualien City復興街5號,"Phoenix Hostel 位於花蓮市的 Hualien City，提供空調客房，距離 Beibin Park Beach 500 公尺。這間住宿靠近花蓮文化創意產業園區、花蓮城隍廟和北濱公園。住宿有共用廚房、共用休息室和旅遊行程安排服務。
所有客房均有寢具。
Phoenix Hostel 附近的人氣景點包括松園別館、東線鐵道遺址和花蓮鐵道文化園區。最近的機場是花蓮機場，距離這間住宿 5 公里。",混合宿舍單人床、混合宿舍雙人床位、單人房－附共用衛浴、雙人房－附共用衛浴、雙人房－附私人衛浴、雙人房、家庭房－附共用衛浴、家庭房－附共用衛浴、四人房－附共用衛浴
33,天璽商務​​飯店,8.2,非常好,994 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/14427456.jpg?k=2649bca0e4be539bb947d409b32863337655831879283e99bb8ede079d363b3b,https://www.booking.com/hotel/tw/cullinan.zh-tw.html,花蓮縣花蓮市Hualien City林森路126號,"預訂天璽商務​​飯店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
天璽商務飯店交通便利，距離花蓮火車站僅有 11 分鐘車程，舒適客房提供淋浴設施和免費 WiFi。
天璽商務飯店距離東大門夜市有 7 分鐘車程，距離花蓮機場有 18 分鐘車程，距離遠東百貨花蓮店僅須 2 分鐘步行路程，距離花蓮文化創意產業園區有 8 分鐘步行路程。
客房設有空調、32 吋平面電視、休息區和迷你吧。寬敞的私人衛浴配有免費盥洗用品。
親切的 24 小時櫃台工作人員可協助客人安排行李寄存服務和安排當地旅遊，並提供票券服務和免費自行車出租服務。
館內餐廳每日供應中式和西式自助式早餐。",標準雙人房、商務雙床房、標準三人房、家庭房、高級雙人房
34,崇霖覓境-花蓮崇德瑩農場,7.6,好,48 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/225368182.jpg?k=5783acae49492bfc8e5a6ac9e8379c73b9466d5f767b6c2d2e1562060b15088a,https://www.booking.com/hotel/tw/cheng-yi-xuan.zh-tw.html,"花蓮縣崇德村Chongde,","預訂崇霖覓境-花蓮崇德瑩農場可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
崇霖覓境露營車-花蓮崇德瑩農場位在花蓮縣的崇德村，靠近 Chongde Beach ，提供免費私人停車位。
所有房型都有露台、空調、電視，以及私人衛浴，並提供淋浴設施和拖鞋。住宿也提供冰箱和電熱水壺。
崇霖覓境露營車-花蓮崇德瑩農場每天供應單點式早餐。
住客還可以在花園內放鬆身心。
最近的機場是花蓮機場，距離這間住宿 14 公里。",露營車、湖景雙人房、四人房－附私人衛浴、露營車、豪華雙人房－附淋浴、雙人房、海景雙人房、四人房－附私人衛浴、豪華雙人房－附淋浴
35,Hikids童趣主題民宿,9.3,好極了,87 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/226442241.jpg?k=e050989c0c4a34a246f78eb7154e5d37ce4112c8658dab23d78896ff411a8bc4,https://www.booking.com/hotel/tw/hi-kids-b-amp-b.zh-tw.html,花蓮縣志學村忠孝148號,"預訂Hikids童趣主題民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Hi Kids B&B 位於志學村，設有共用休息室，提供 WiFi（免費），距離花蓮市 11 公里。館內提供私人停車位。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。
Hi Kids B&B 的住客可以享用美式早餐。
這間住宿有陽光露台。
Hi Kids B&B 提供花園和兒童遊樂區。
最近的機場是花蓮機場，距離 Hi Kids B&B 14 公里。",山景豪華家庭房—附陽台、山景高級家庭房—附陽台、山景高級四人房－附浴缸、山景大型家庭房—附陽台、山景三人房—附陽台、山景三人房—附浴缸
36,米里民宿,8.7,很棒,102 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/259419293.jpg?k=32a9452b19a1427c6f4dc4f6ec520e9aeb0a552ddffe319ab5387b295bcb050b,https://www.booking.com/hotel/tw/mi-li-min-su.zh-tw.html,花蓮縣康樂村康平街36號,"米里民宿坐落在花蓮縣的康樂村，享有山景，距離花蓮市約 8 公里，館內設有燒烤設施、兒童遊樂區和陽光露台，客人可以在館內餐廳用餐。
民宿的每間客房均配有空調和平面有線電視。房內設有熱水壺，並配有私人衛浴，亦提供拖鞋、免費盥洗用品和吹風機等額外設施。米里民宿提供全館免費 WiFi。
民宿提供可免費使用的自行車，並提供租車服務，該地區是騎自行車和健行的熱門場所。",豪華四人間- 帶私人浴室、雙人房－附私人衛浴
37,歐吧旅宿,9.6,傑出,710 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/104533824.jpg?k=13ba1ff45ca9cec1d754710f04387cde312b04158ec7d13aa289117143333fab,https://www.booking.com/hotel/tw/ou-ba.zh-tw.html,花蓮縣花蓮市Hualien City和平路238-1號,"預訂歐吧旅宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Ob Ba 享有 WiFi（免費）、空調和平面電視，距離 Beibin Park Beach 不到 1 公里，距離松園別館 2.6 公里，
OB BA 附近的人氣景點包括花蓮城隍廟、花蓮鐵道文化園區和東線鐵道遺址。最近的機場是花蓮機場，距離這間住宿 6 公里。",豪華雙人房、經濟雙人房、標準四人房、雙人房－附陽台
38,和平公獄,7.9,好,"1,248 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/92723205.jpg?k=d633703494821cdbada5879ae934c16a6fd0910b34801557e1d7d8d555d8069d,https://www.booking.com/hotel/tw/peace-prison-cafe-inn.zh-tw.html,"花蓮縣花蓮市Hualien City和平路306號, 970 花莲市, 台湾","Peace Prison Cafe Inn 位於花蓮市，靠近 Beibin Park Beach 、花蓮城隍廟和花蓮文化創意產業園區，提供 WiFi（免費）。住客可以使用餐廳和共用休息室。
所有房型都有戶外休息區、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。所有房型均設有座位區和用餐區。
Peace Prison Cafe Inn 有陽光露台。
這間住宿附近的人氣景點包括南濱公園（Nanbin Park）、東線鐵道遺址和花蓮鐵道文化園區。最近的機場是花蓮機場，距離 Peace Prison Cafe Inn 6 公里。",雙床房－附私人衛浴、雙人房－附私人衛浴、雙人房－附陽台（3 位成人）、四人房－附私人衛浴
39,穀鄉民宿,8.2,非常好,86 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/219876173.jpg?k=55a40dc79706136991ea5a568e7c179beebbf74768e50147ea1ce9fdefc72567,https://www.booking.com/hotel/tw/gu-xiang-min-su-hua-jen-ts-39-un.zh-tw.html,"花蓮縣富里鄉No. 133, Zhongshan Road","預訂穀鄉民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
穀鄉民宿位於花蓮縣的富里鄉，提供 WiFi（免費）和免費私人停車位。
穀鄉民宿提供單點式或美式早餐。
住客還可以在共用休息室放鬆身心。
最近的機場是台東機場，距離這間住宿 49 公里。",標準雙人房、三人房－無障礙空間、四人房－附私人衛浴、標準雙人房、標準雙人房
40,花蓮力麗華美達安可酒店,7.9,好,"2,450 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/317259024.jpg?k=b0a03c6f4bec954f91898af03838be835421f91c620510582ea72121be550cde,https://www.booking.com/hotel/tw/lealea-garden-hotels-hualien.zh-tw.html,"花蓮縣花蓮市Hualien CityNo. 33, Linsen Road","預訂花蓮力麗華美達安可酒店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
花蓮力麗華美達安可酒店距離花蓮火車站和客運站僅 10 分鐘車程。此 4 星級飯店設有舒適的閱讀角、健身中心和卡拉 OK 室。奢華的客房提供免費 WiFi 。
花蓮力麗華美達安可酒店距離松園別館僅 5 分鐘步行路程，距離七星潭和花蓮遠雄海洋公園 20 分鐘車程，距離花蓮機場約 8 公里。
客房裝潢典雅，設有平面衛星電視、遮光窗簾和私人陽台或露台。大理石衛浴配有獨立淋浴設施和浴缸。為提供便利的住宿體驗，飯店亦提供瓶裝水。
餐廳全天供應中式和西式料理，並提供自助式早餐。住客可在附近的許多餐廳品嚐當地特色菜餚。",行政特大雙人床套房－禁菸、標準加大雙人床房－禁菸、標準特大雙人床套房－禁菸、無障礙標準加大雙人床房－禁菸、豪華家庭房－附 2 張雙人床－禁菸、精緻雙床房－禁菸
41,花蓮白金漢宮民宿,7.7,好,37 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/76717134.jpg?k=fd3b2bd8b388a36db5949f5039c84a9c155a3c621fa56c2556895ccd4d3b112e,https://www.booking.com/hotel/tw/bai-jin-han-gong-xincheng.zh-tw.html,花蓮縣北埔村復興路329巷1號,"預訂花蓮白金漢宮民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Buckingham Palace B&B 距離 Qixingtan Beach 2.3 公里，提供 WiFi（免費）和免費私人停車位。
每個房型都設有私人衛浴和淋浴設施、空調、平面電視以及冰箱。
Buckingham Palace B&B 的住客可以享用歐陸式或自助式早餐。
住客還可以在共用休息室放鬆身心。
最近的機場是花蓮機場，距離這間住宿 2 公里。",標準雙人房、標準雙床房、標準四人房、經濟雙人／雙床房
42,萩閣民宿,7.9,好,963 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/238074090.jpg?k=cd87558560ffaef8a5784a3851492fb0dd46ffffc4afbf2b70da548194a6d6a5,https://www.booking.com/hotel/tw/sara-s-house-b-and-b.zh-tw.html,花蓮縣花蓮市Hualien City復興街82-1號,"萩閣民宿位於花蓮市，館內提供免費 WiFi。
每間客房均設有電視和私人衛浴，衛浴配有免費盥洗用品和吹風機。
萩閣民宿設有免費停車位。",豪華雙人房、四人房、豪華家庭房、三人房－附私人衛浴
43,合歡精緻商旅,7.5,好,993 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/157769516.jpg?k=b492ca3d0e50d3dfc927de257cb78f6d2908eda300936d90a9c856bfe0d330f9,https://www.booking.com/hotel/tw/her-huan-hotel.zh-tw.html,花蓮縣花蓮市Hualien City國聯五路105號,"預訂合歡精緻商旅可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
合歡精緻商旅位於花蓮市中心，提供免費自行車和全館免費 WiFi。住宿提供花蓮火車站免費接駁服務。
合歡精緻商旅距離自強夜市 6 分鐘車程，距離松園別館 5 分鐘車程。
每間客房均設有平面有線電視和空調。此外也提供冰箱。私人衛浴內配有淋浴、吹風機和拖鞋。
合歡精緻商旅提供觀光旅遊櫃台、行李寄存和租車服務。",標準雙人房、標準四人房、標準雙床房、標準三人房
44,法朵民宿,9.3,好極了,"1,423 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/91272720.jpg?k=5a1a1ecb7be844ade283a9060b099a9f12f35d3b08b608e1c573f2dfab5e6546,https://www.booking.com/hotel/tw/fa-duo-min-su-fardo-homestay.zh-tw.html,花蓮縣花蓮市Hualien City林政街88巷31號,"預訂法朵民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Fardo Homestay 位於花蓮縣的花蓮市，靠近 Beibin Park Beach 和花蓮文化創意產業園區，提供 WiFi（免費）和免費私人停車位。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。
住客還可以在共用休息室放鬆身心。
Fardo Homestay 附近的人氣景點包括花蓮城隍廟、東線鐵道遺址和花蓮鐵道文化園區。最近的機場是花蓮機場，距離這間住宿 5 公里。",雙人房－附陽台、豪華四人房、豪華雙人／雙床房－附陽台
45,樂多民宿,9.2,好極了,308 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/173386129.jpg?k=9f5253ade96f29c4cae2326c767ef5c8ee392faa9651fd89ece1c8eb8742c77d,https://www.booking.com/hotel/tw/le-duo-min-su.zh-tw.html,花蓮縣吉安慶南三街641號,"預訂樂多民宿 可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
The Dawn B&B 位在吉安，距離吉安慶修院 1.5 公里，距離花蓮慈惠堂不到 3.5 公里，設有共用休息室、花園和 WiFi（免費）。館內提供私人停車位。
每個房型都設有私人衛浴和淋浴設施、空調、平面電視以及冰箱。
The Dawn B&B 有熱水按摩池。
這間住宿提供露台。
The Dawn B&B 距離蓮城蓮花園 5 公里，距離知卡宣森林公園 6 公里。最近的機場是花蓮機場，距離 The Dawn B&B 8 公里。",山景四人房、三人房－附陽台、雙人房－附陽台、加大雙人床房－附 SPA 浴缸、三人房－附浴缸、加大雙人床房－附 2 張加大雙人床、四人房－附陽台、山景四人房
46,咪荳莉生活旅宿,9.4,好極了,890 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/124595582.jpg?k=53094d302bc6b7fe307cac907d58d08283a34f09af8cc52a672a99a1f06c5897,https://www.booking.com/hotel/tw/mi-dou-li-sheng-huo-lu-su.zh-tw.html,花蓮縣花蓮市Hualien City富強路312號,"Me-Do-Li Homestay 位在花蓮市，距離松園別館 5 公里，距離慈濟靜思堂不到 1.6 公里，設有免費自行車租借服務、共用休息室和 WiFi（免費）。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。為了讓您更加方便，住宿可提供額外收費的毛巾和寢具。
Me-Do-Li Homestay 提供露台。
這間住宿距離花蓮縣立體育場 2.4 公里，距離花蓮天惠堂 2.5 公里。最近的機場是花蓮機場，距離 Me-Do-Li Homestay 3 公里。",經濟雙人房、山景雙床房、標準雙人房、山景四人房、經濟雙人房、經濟四人房
